"","ensembl_gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","entrezgene_ids","external_gene_names","gene_biotype","entrezgene_id","external_gene_name","mmusculus_homolog_ensembl_gene","mmusculus_homolog_associated_gene_name","mmusculus_homolog_orthology_type","mmusculus_homolog_perc_id","hsapiens_homolog_ensembl_gene","hsapiens_homolog_associated_gene_name","hsapiens_homolog_orthology_type","hsapiens_homolog_perc_id","mmusculus_homolog_ensembl_genes","mmusculus_homolog_associated_gene_names","mmusculus_homolog_perc_ids","hsapiens_homolog_ensembl_genes","hsapiens_homolog_associated_gene_names","hsapiens_homolog_perc_ids","mmusculus_entrezgene_ids","mmusculus_entrezgene_id","hsapiens_entrezgene_ids","hsapiens_entrezgene_id"
"213","ENSMOCG00000017305",482.09626938396,-0.27253274943197,0.0490129360683483,1.41931759411261e-09,6.77813176485892e-08,NA,"","protein_coding",NA,"","","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","ENSMOCG00000016799",193.582079384228,0.277270691599309,0.0500012267637548,1.43464163460303e-09,6.82684469266097e-08,"101983572","Dcp1b","protein_coding",101983572,"Dcp1b","ENSMUSG00000041477","Dcp1b","ortholog_one2one",83.1346,"ENSG00000151065","DCP1B","ortholog_one2one",67.4617,NA,NA,NA,NA,NA,NA,"319618",319618,"196513",196513
"215","ENSMOCG00000019544",1342.7652087983,0.319075963950976,0.059028242694431,1.45875157142775e-09,6.89234253110048e-08,"101979982","Tiam2","protein_coding",101979982,"Tiam2","ENSMUSG00000023800","Tiam2","ortholog_one2one",90.8033,"ENSG00000146426","TIAM2","ortholog_one2one",85.1572,NA,NA,NA,NA,NA,NA,"24001",24001,"26230",26230
"216","ENSMOCG00000019271",178.566982414771,0.307891410742361,0.0567444806659665,1.61516418286462e-09,7.57762238467895e-08,"101997718","Kics2","protein_coding",101997718,"Kics2","ENSMUSG00000053684","Kics2","ortholog_one2one",98.427,"ENSG00000174206","KICS2","ortholog_one2one",95.0562,NA,NA,NA,NA,NA,NA,"270802",270802,"144577",144577
"217","ENSMOCG00000015368",289.424208508087,0.353690664546918,0.0673307272224819,1.74762456098538e-09,8.16339135941647e-08,"102002763","Erap1","protein_coding",102002763,"Erap1","ENSMUSG00000021583","Erap1","ortholog_one2one",89.373,"ENSG00000164307","ERAP1","ortholog_one2one",85.5473,NA,NA,NA,NA,NA,NA,"80898",80898,"51752",51752
"218","ENSMOCG00000014110",605.94628002043,0.282641793209201,0.0515417084262561,1.84830754880485e-09,8.58078389556647e-08,"102000541","Cdkl5","protein_coding",102000541,"Cdkl5","ENSMUSG00000031292","Cdkl5","ortholog_one2one",97.7083,"ENSG00000008086","CDKL5","ortholog_one2one",95.7292,NA,NA,NA,NA,NA,NA,"382253",382253,"6792",6792
"219","ENSMOCG00000016979",345.632365965917,0.516588558421119,0.101701847879219,1.93231940054624e-09,8.93966100447155e-08,NA,"Tead4","protein_coding",NA,"Tead4","ENSMUSG00000030353","Tead4","ortholog_one2one",95.7845,"ENSG00000197905","TEAD4","ortholog_one2one",94.1452,NA,NA,NA,NA,NA,NA,"21679",21679,"7004",7004
"220","ENSMOCG00000006707",445.8562469541,0.358285607639239,0.068797809747616,2.05984548126558e-09,9.46392454909743e-08,"101979655","Dgkh","protein_coding",101979655,"Dgkh","ENSMUSG00000034731","Dgkh","ortholog_one2one",94.1227,"ENSG00000102780","DGKH","ortholog_one2one",91.5298,NA,NA,NA,NA,NA,NA,"380921",380921,"160851",160851
"221","ENSMOCG00000022557",757.954751204755,-0.377699039631177,0.0735077896568901,2.19908716523513e-09,1.00689475565611e-07,"101984242","Tppp3","protein_coding",101984242,"Tppp3","ENSMUSG00000014846","Tppp3","ortholog_one2one",98.2955,"ENSG00000159713","TPPP3","ortholog_one2one",97.1591,NA,NA,NA,NA,NA,NA,"67971",67971,"51673",51673
"222","ENSMOCG00000017811",2981.58591465706,0.317335052235018,0.0595614948504259,2.30226791432795e-09,1.05052800309951e-07,"101989677","Aqp4","protein_coding",101989677,"Aqp4","ENSMUSG00000024411","Aqp4","ortholog_one2one",89.4737,"ENSG00000171885","AQP4","ortholog_one2one",93.8081,NA,NA,NA,NA,NA,NA,"11829",11829,"361",361
"223","ENSMOCG00000015958",17.6481118138592,-1.50400586457901,0.320172511262842,2.35176090842911e-09,1.06944922675459e-07,"102002832","Epn3","protein_coding",102002832,"Epn3","ENSMUSG00000010080","Epn3","ortholog_one2one",93.9873,"ENSG00000049283","EPN3","ortholog_one2one",86.2342,NA,NA,NA,NA,NA,NA,"71889",71889,"55040",55040
"224","ENSMOCG00000021903",833.838065241715,-0.421827287007108,0.0837806585365512,2.36369617498476e-09,1.07122067467677e-07,"102002656","Lgi3","protein_coding",102002656,"Lgi3","ENSMUSG00000033595","Lgi3","ortholog_one2one",98.7085,"ENSG00000168481","LGI3","ortholog_one2one",96.1255,NA,NA,NA,NA,NA,NA,"213469",213469,"203190",203190
"225","ENSMOCG00000018923",15519.5636657319,0.266918168494846,0.0487122240935245,2.41121138915826e-09,1.0890501881066e-07,"101983857","Ppp1r1b","protein_coding",101983857,"Ppp1r1b","ENSMUSG00000061718","Ppp1r1b","ortholog_one2one",89.2683,"ENSG00000131771","PPP1R1B","ortholog_one2one",86.8293,NA,NA,NA,NA,NA,NA,"19049",19049,"84152",84152
"226","ENSMOCG00000006609",1516.19529429448,-0.567594311516467,0.111148292281028,2.48201820718056e-09,1.11724360109709e-07,"101984712","","protein_coding",101984712,"","ENSMUSG00000032553","Srprb","ortholog_one2one",27.6619,"ENSG00000144867","SRPRB","ortholog_one2one",26.3447,NA,NA,NA,NA,NA,NA,"20818",20818,"58477",58477
"227","ENSMOCG00000019423",20.5916276075468,-1.33959761966252,0.281163125924075,2.61860399728282e-09,1.17081475368444e-07,"101994299","Gpc3","protein_coding",101994299,"Gpc3","ENSMUSG00000055653","Gpc3","ortholog_one2one",96.2003,"ENSG00000147257","GPC3","ortholog_one2one",92.228,NA,NA,NA,NA,NA,NA,"14734",14734,"2719",2719
"228","ENSMOCG00000008843",19.1673540745642,-1.75734553130302,0.377518324314073,2.61599929452555e-09,1.17081475368444e-07,"101987276","Shh","protein_coding",101987276,"Shh","ENSMUSG00000002633","Shh","ortholog_one2one",94.1043,"ENSG00000164690","SHH","ortholog_one2one",92.7438,NA,NA,NA,NA,NA,NA,"20423",20423,"6469",6469
"229","ENSMOCG00000021402",203.259696646858,-0.81181293709146,0.151710781699242,2.64499815955802e-09,1.17866071832612e-07,"101999346","Slc6a7","protein_coding",101999346,"Slc6a7","ENSMUSG00000052026","Slc6a7","ortholog_one2one",98.9011,"ENSG00000011083","SLC6A7","ortholog_one2one",97.4882,NA,NA,NA,NA,NA,NA,"240332",240332,"6534",6534
"230","ENSMOCG00000018911",710.540689954097,0.258125741913004,0.0471343332512776,2.75737243241818e-09,1.22464100965133e-07,"101987700","Kitl","protein_coding",101987700,"Kitl","ENSMUSG00000019966","Kitl","ortholog_one2one",94.5256,"ENSG00000049130","KITLG","ortholog_one2one",81.7518,NA,NA,NA,NA,NA,NA,"17311",17311,"4254",4254
"231","ENSMOCG00000003694",90.9040179310501,-1.34584195954895,0.284012444222688,2.90261846443353e-09,1.28061219934147e-07,"101999900","Gpr165","protein_coding",101999900,"Gpr165","ENSMUSG00000031210","Gpr165","ortholog_one2one",81.2775,"","","",NA,NA,NA,NA,NA,NA,NA,"76206",76206,NA,NA
"232","ENSMOCG00000011720",71.7863598878519,-0.673669184882068,0.128614140491691,3.03792310208879e-09,1.33588407301092e-07,"101998369","Tmem200c","protein_coding",101998369,"Tmem200c","ENSMUSG00000095407","Tmem200c","ortholog_one2one",86.6878,"ENSG00000206432","TMEM200C","ortholog_one2one",76.0697,NA,NA,NA,NA,NA,NA,"622645",622645,"645369",645369
"233","ENSMOCG00000010401",393.462845924084,0.66313199048663,0.127003260123331,3.07111737972688e-09,1.34603841998292e-07,"101997328","Sncg","protein_coding",101997328,"Sncg","ENSMUSG00000023064","Sncg","ortholog_one2one",75.3425,"ENSG00000173267","SNCG","ortholog_one2one",68.4931,NA,NA,NA,NA,NA,NA,"20618",20618,"6623",6623
"234","ENSMOCG00000003322",53.9076294867262,-0.868098782141073,0.163904148090482,3.14987700854273e-09,1.37153468175893e-07,"101983916","Tmem215","protein_coding",101983916,"Tmem215","ENSMUSG00000046593","Tmem215","ortholog_one2one",96.9697,"ENSG00000188133","TMEM215","ortholog_one2one",92.6407,NA,NA,NA,NA,NA,NA,"320500",320500,"401498",401498
"235","ENSMOCG00000006613",775.537245993328,0.255737047141204,0.0469049121928362,3.23935647006064e-09,1.40240473510528e-07,"101984355","Cnst","protein_coding",101984355,"Cnst","ENSMUSG00000038949","Cnst","ortholog_one2one",76.9663,"ENSG00000162852","CNST","ortholog_one2one",69.8034,NA,NA,NA,NA,NA,NA,"226744",226744,"163882",163882
"236","ENSMOCG00000012807",136.134704617446,-0.982405091292068,0.190331101233755,3.55871874550294e-09,1.52956027629294e-07,"102001529","Prelp","protein_coding",102001529,"Prelp","ENSMUSG00000041577","Prelp","ortholog_one2one",94.4882,"ENSG00000188783","PRELP","ortholog_one2one",90.2887,NA,NA,NA,NA,NA,NA,"116847",116847,"5549",5549
"237","ENSMOCG00000014434",597.282759225084,-0.41801415372634,0.0842925915431755,3.63333108812154e-09,1.55660782694956e-07,"102001154","Myrf","protein_coding",102001154,"Myrf","ENSMUSG00000036098","Myrf","ortholog_one2one",95.2632,"ENSG00000124920","MYRF","ortholog_one2one",90.4386,NA,NA,NA,NA,NA,NA,"225908",225908,"745",745
"238","ENSMOCG00000015234",620.776600372388,0.27917377263397,0.0521005067691828,3.86796199628007e-09,1.64654075522159e-07,"101993094","Adgra3","protein_coding",101993094,"Adgra3","ENSMUSG00000029090","Adgra3","ortholog_one2one",95.7919,"ENSG00000152990","ADGRA3","ortholog_one2one",92.8845,NA,NA,NA,NA,NA,NA,"70693",70693,"166647",166647
"239","ENSMOCG00000012236",388.904954851865,0.2667163369575,0.0495700581797369,4.13843207198119e-09,1.75049107705008e-07,NA,"","protein_coding",NA,"","ENSMUSG00000056121","Fez2","ortholog_one2one",87.9397,"ENSG00000171055","FEZ2","ortholog_one2one",87.9397,NA,NA,NA,NA,NA,NA,"225020",225020,"9637",9637
"240","ENSMOCG00000009288",463.158581102794,0.258776771312183,0.0479763906421914,4.28266183335482e-09,1.80576538821581e-07,"101989022","Ubxn2b","protein_coding",101989022,"Ubxn2b","ENSMUSG00000028243","Ubxn2b","ortholog_one2one",87.0091,"ENSG00000215114","UBXN2B","ortholog_one2one",85.8006,NA,NA,NA,NA,NA,NA,"68053",68053,"137886",137886
"241","ENSMOCG00000019437",668.671338511307,-0.385219452550251,0.077317229999873,4.52478313141093e-09,1.89585567430564e-07,"101993166","Mog","protein_coding",101993166,"Mog","ENSMUSG00000076439","Mog","ortholog_one2one",91.8367,"ENSG00000204655","MOG","ortholog_one2one",86.9388,NA,NA,NA,NA,NA,NA,"17441",17441,"4340",4340
"242","ENSMOCG00000008345",104.383257205397,-0.556870899953466,0.112482058494354,5.00026727495677e-09,2.08851288938947e-07,"101992233","Dnai1","protein_coding",101992233,"Dnai1","ENSMUSG00000061322","Dnai1","ortholog_one2one",95.2518,"ENSG00000122735","DNAI1","ortholog_one2one",88.0576,NA,NA,NA,NA,NA,NA,"68922",68922,"27019",27019
"243","ENSMOCG00000012164",1225.34760013752,0.294068283763525,0.0560111878141261,5.35674046420310e-09,2.23041281078256e-07,"101980913","Rps6ka3","protein_coding",101980913,"Rps6ka3","ENSMUSG00000031309","Rps6ka3","ortholog_one2one",100,"ENSG00000177189","RPS6KA3","ortholog_one2one",99.8649,NA,NA,NA,NA,NA,NA,"110651",110651,"6197",6197
"244","ENSMOCG00000005385",59.3124823920392,-0.907975991663792,0.176403846433916,5.63264290720924e-09,2.33072466135578e-07,"101983301","Chrm3","protein_coding",101983301,"Chrm3","ENSMUSG00000046159","Chrm3","ortholog_one2one",96.4286,"ENSG00000133019","CHRM3","ortholog_one2one",92.8571,NA,NA,NA,NA,NA,NA,"12671",12671,"1131",1131
"245","ENSMOCG00000012323",28.4888946562874,-0.819569930466192,0.157812597897314,5.65744321453216e-09,2.33373911425469e-07,"101994218","Col6a3","protein_coding",101994218,"Col6a3","ENSMUSG00000048126","Col6a3","ortholog_one2one",89.2923,"ENSG00000163359","COL6A3","ortholog_one2one",80.4759,NA,NA,NA,NA,NA,NA,"12835",12835,"1293",1293
"246","ENSMOCG00000014271",42.7349508355559,-0.84771292912729,0.163523653787797,5.69165385063779e-09,2.34060481191043e-07,"101985467","Ttll3","protein_coding",101985467,"Ttll3","ENSMUSG00000030276","Ttll3","ortholog_one2one",85.342,"ENSG00000214021","TTLL3","ortholog_one2one",63.4093,NA,NA,NA,NA,NA,NA,"101100",101100,"26140",26140
"247","ENSMOCG00000002247",7103.8755128543,0.2656072686237,0.0499708403185015,5.95996259623271e-09,2.44340128099091e-07,"101999471","Itpr1","protein_coding",101999471,"Itpr1","ENSMUSG00000030102","Itpr1","ortholog_one2one",99.3452,"ENSG00000150995","ITPR1","ortholog_one2one",98.5085,NA,NA,NA,NA,NA,NA,"16438",16438,"3708",3708
"248","ENSMOCG00000018421",15.4995735013427,-1.11569694769133,0.229432008814735,5.988428892804e-09,2.44754069226136e-07,"101987007","Prss50","protein_coding",101987007,"Prss50","ENSMUSG00000048752","Prss50","ortholog_one2one",76.6509,"ENSG00000283706","PRSS50","ortholog_one2one",57.3113,NA,NA,NA,NA,NA,NA,"235631",235631,"29122",29122
"249","ENSMOCG00000000568",481.768963283632,0.277911036428943,0.0528421672455858,6.68374568932454e-09,2.71506791355367e-07,"101987397","Ust","protein_coding",101987397,"Ust","ENSMUSG00000047712","Ust","ortholog_one2one",97.549,"ENSG00000111962","UST","ortholog_one2one",95.8333,NA,NA,NA,NA,NA,NA,"338362",338362,"10090",10090
"250","ENSMOCG00000001184",1579.52153781609,0.258614138450494,0.0487071265064459,6.73252633063222e-09,2.71830850998011e-07,"101994160","Dixdc1","protein_coding",101994160,"Dixdc1","ENSMUSG00000032064","Dixdc1","ortholog_one2one",95.0365,"ENSG00000150764","DIXDC1","ortholog_one2one",93.2847,NA,NA,NA,NA,NA,NA,"330938",330938,"85458",85458
"251","ENSMOCG00000009601",258.61776673537,0.384831350382952,0.0786103320173923,7.13498974103152e-09,2.85485295223736e-07,"101999005","Nup210","protein_coding",101999005,"Nup210","ENSMUSG00000030091","Nup210","ortholog_one2one",95.0689,"ENSG00000132182","NUP210","ortholog_one2one",84.5705,NA,NA,NA,NA,NA,NA,"54563",54563,"23225",23225
"252","ENSMOCG00000006489",20.1803262072548,-1.20498699123325,0.256442165716675,7.2023510985994e-09,2.87317742627959e-07,"101990194","Klk8","protein_coding",101990194,"Klk8","ENSMUSG00000064023","Klk8","ortholog_one2one",86.1538,"ENSG00000129455","KLK8","ortholog_one2one",73.4615,NA,NA,NA,NA,NA,NA,"259277",259277,"11202",11202
"253","ENSMOCG00000020037",281.943763029206,-0.269341949463899,0.0512004697352856,7.55062104532531e-09,3.00311865098252e-07,"101979922","Mcam","protein_coding",101979922,"Mcam","ENSMUSG00000032135","Mcam","ortholog_one2one",87.3652,"ENSG00000076706","MCAM","ortholog_one2one",77.0416,NA,NA,NA,NA,NA,NA,"84004",84004,"4162",4162
"254","ENSMOCG00000002975",130.326508939079,-0.412231986711435,0.0855571939280901,7.90796104606263e-09,3.13588312433745e-07,"102000546","Unc5b","protein_coding",102000546,"Unc5b","ENSMUSG00000020099","Unc5b","ortholog_one2one",95.1374,"ENSG00000107731","UNC5B","ortholog_one2one",93.0233,NA,NA,NA,NA,NA,NA,"107449",107449,"219699",219699
"255","ENSMOCG00000006127",437.901045884112,0.354567422133858,0.0714812114255224,8.05258099114518e-09,3.17433695639107e-07,NA,"Nin","protein_coding",NA,"Nin","ENSMUSG00000021068","Nin","ortholog_one2one",84.3734,"ENSG00000100503","NIN","ortholog_one2one",78.4881,NA,NA,NA,NA,NA,NA,"18080",18080,"51199",51199
"256","ENSMOCG00000012578",202.061369164376,-0.482097060719976,0.100972660291419,8.08037617075421e-09,3.17589770203921e-07,"101981897","Adamts4","protein_coding",101981897,"Adamts4","ENSMUSG00000006403","Adamts4","ortholog_one2one",94.8317,"ENSG00000158859","ADAMTS4","ortholog_one2one",91.7067,NA,NA,NA,NA,NA,NA,"240913",240913,"9507",9507
"257","ENSMOCG00000003294",189.131024826655,0.343985604590672,0.0689006066526862,8.19575640154194e-09,3.20235361566407e-07,"101982319","Zfp871","protein_coding",101982319,"Zfp871","ENSMUSG00000024298","Zfp871","ortholog_one2one",89.9514,"ENSG00000181896","ZNF101","ortholog_one2many",28.8493,NA,NA,NA,NA,NA,NA,"208292",208292,"94039",94039
"258","ENSMOCG00000011104",389.38939031413,0.58248778555885,0.119120402125994,8.26284437320041e-09,3.21912685463515e-07,"101990967","Car12","protein_coding",101990967,"Car12","ENSMUSG00000032373","Car12","ortholog_one2one",92.0904,"ENSG00000074410","CA12","ortholog_one2one",82.4859,NA,NA,NA,NA,NA,NA,"76459",76459,"771",771
"259","ENSMOCG00000002685",523.814566567795,0.266049308727582,0.0507316393388943,8.6138875413487e-09,3.32670833625884e-07,"101988300","Wdr59","protein_coding",101988300,"Wdr59","ENSMUSG00000031959","Wdr59","ortholog_one2one",96.7611,"ENSG00000103091","WDR59","ortholog_one2one",95.749,NA,NA,NA,NA,NA,NA,"319481",319481,"79726",79726
"260","ENSMOCG00000012600",534.700824628645,0.266704932205668,0.0509406539796671,8.93118754947979e-09,3.43928158697309e-07,"101989661","Arhgef18","protein_coding",101989661,"Arhgef18","ENSMUSG00000004568","Arhgef18","ortholog_one2one",88.0671,"ENSG00000104880","ARHGEF18","ortholog_one2one",80.6706,NA,NA,NA,NA,NA,NA,"102098",102098,"23370",23370
"261","ENSMOCG00000021444",267.051938509626,-0.439408433204421,0.092474788804066,9.39528723754953e-09,3.6075736931732e-07,"101979888","Xrcc5","protein_coding",101979888,"Xrcc5","ENSMUSG00000026187","Xrcc5","ortholog_one2one",78.4461,"ENSG00000079246","XRCC5","ortholog_one2one",69.1729,NA,NA,NA,NA,NA,NA,"22596",22596,"7520",7520
"262","ENSMOCG00000014932",2271.21396217903,0.259937764228726,0.0496018026646204,9.52522385378474e-09,3.64695639735137e-07,"101985350","Septin11","protein_coding",101985350,"Septin11","ENSMUSG00000058013","Septin11","ortholog_one2one",100,"ENSG00000138758","SEPTIN11","ortholog_one2one",98.3759,NA,NA,NA,NA,NA,NA,"52398",52398,"55752",55752
"263","ENSMOCG00000001148",147.790315835387,-0.439701434192094,0.0926553229759643,9.67927663063444e-09,3.69532039617688e-07,"101987059","Qpct","protein_coding",101987059,"Qpct","ENSMUSG00000024084","Qpct","ortholog_one2one",91.4127,"ENSG00000115828","QPCT","ortholog_one2one",83.1025,NA,NA,NA,NA,NA,NA,"70536",70536,"25797",25797
"264","ENSMOCG00000013639",289.178555007771,0.311108030749089,0.0614876877407029,1.0598268947451e-08,4.02311497025175e-07,"106144047","Gabrg3","protein_coding",106144047,"Gabrg3","ENSMUSG00000055026","Gabrg3","ortholog_one2one",98.0728,"ENSG00000182256","GABRG3","ortholog_one2one",94.6467,NA,NA,NA,NA,NA,NA,"14407",14407,"2567",2567
"265","ENSMOCG00000016536",860.70296868095,0.296097672106182,0.0580076285661902,1.10337898163434e-08,4.16470865475804e-07,"101989587","Rims1","protein_coding",101989587,"Rims1","ENSMUSG00000041670","Rims1","ortholog_one2one",94.8479,"ENSG00000079841","RIMS1","ortholog_one2one",91.558,NA,NA,NA,NA,NA,NA,"116837",116837,"22999",22999
"266","ENSMOCG00000016908",252.728099502998,0.581458383260344,0.120715518419694,1.16527977776016e-08,4.33692395499338e-07,"101979704","Ak9","protein_coding",101979704,"Ak9","ENSMUSG00000091415","Ak9","ortholog_one2one",80.6776,"ENSG00000155085","AK9","ortholog_one2one",74.2192,NA,NA,NA,NA,NA,NA,"633979",633979,"221264",221264
"267","ENSMOCG00000013478",2376.41635008839,0.27213746593436,0.0527660635127222,1.2397259564642e-08,4.57565336396925e-07,"101999413","Ypel2","protein_coding",101999413,"Ypel2","ENSMUSG00000018427","Ypel2","ortholog_one2one",100,"ENSG00000175155","YPEL2","ortholog_one2one",100,NA,NA,NA,NA,NA,NA,"77864",77864,"388403",388403
"268","ENSMOCG00000001925",362.888921151774,-0.302525189361318,0.0598103314033503,1.24819311403483e-08,4.59417819099448e-07,"101989891","Cdkl1","protein_coding",101989891,"Cdkl1","ENSMUSG00000020990","Cdkl1","ortholog_one2one",95.1705,"ENSG00000100490","CDKL1","ortholog_one2one",90.3409,NA,NA,NA,NA,NA,NA,"71091",71091,"8814",8814
"269","ENSMOCG00000018342",900.931037725902,-0.452430895950831,0.0966908236704496,1.30315210961271e-08,4.77010953529665e-07,"101999818","Bcat1","protein_coding",101999818,"Bcat1","ENSMUSG00000030268","Bcat1","ortholog_one2one",86.6962,"ENSG00000060982","BCAT1","ortholog_one2one",72.2838,NA,NA,NA,NA,NA,NA,"12035",12035,"586",586
"270","ENSMOCG00000005700",1178.10768598158,0.946146249411816,0.192111435070236,1.3222406629522e-08,4.82672180634934e-07,NA,"","protein_coding",NA,"","","","",NA,"ENSG00000111640","GAPDH","ortholog_one2many",92.1922,NA,NA,NA,NA,NA,NA,NA,NA,"2597",2597
"271","ENSMOCG00000012337",528.957692857201,-0.286808208452873,0.0563482619849398,1.3922221008394e-08,5.02709140151332e-07,"102002227","Hebp1","protein_coding",102002227,"Hebp1","ENSMUSG00000042770","Hebp1","ortholog_one2one",94.7368,"ENSG00000013583","HEBP1","ortholog_one2one",88.4211,NA,NA,NA,NA,NA,NA,"15199",15199,"50865",50865
"272","ENSMOCG00000010974",85.2901597721389,-0.470575128520749,0.100958788649687,1.40710593627202e-08,5.06710256618604e-07,"101992158","Pcdh18","protein_coding",101992158,"Pcdh18","ENSMUSG00000037892","Pcdh18","ortholog_one2one",96.8254,"ENSG00000189184","PCDH18","ortholog_one2one",92.8571,NA,NA,NA,NA,NA,NA,"73173",73173,"54510",54510
"273","ENSMOCG00000004048",151.901673543507,-0.649603612919737,0.13323501593971,1.45363490712678e-08,5.20651384477343e-07,"101986244","","protein_coding",101986244,"","ENSMUSG00000027890","Gstm4","ortholog_one2many",91.3043,"ENSG00000168765","GSTM4","ortholog_one2many",86.9565,NA,NA,NA,NA,NA,NA,"14865",14865,"2948",2948
"274","ENSMOCG00000014116",65.8107505308323,-0.592502384790369,0.123911956380668,1.49594813448449e-08,5.34370320211028e-07,"101993648","Sfrp1","protein_coding",101993648,"Sfrp1","ENSMUSG00000031548","Sfrp1","ortholog_one2one",97.1338,"ENSG00000104332","SFRP1","ortholog_one2one",94.2675,NA,NA,NA,NA,NA,NA,"20377",20377,"6422",6422
"275","ENSMOCG00000016412",435.278265117307,-0.378154892896201,0.0795702699173962,1.60660253667226e-08,5.64811931362037e-07,"102000948","Tmeff2","protein_coding",102000948,"Tmeff2","ENSMUSG00000026109","Tmeff2","ortholog_one2one",98.9305,"ENSG00000144339","TMEFF2","ortholog_one2one",98.3957,NA,NA,NA,NA,NA,NA,"56363",56363,"23671",23671
"276","ENSMOCG00000004134",334.100602898783,0.28183793065025,0.0555150742531592,1.61357146330873e-08,5.65769109924356e-07,"102000470","B3glct","protein_coding",102000470,"B3glct","ENSMUSG00000051950","B3glct","ortholog_one2one",89.3661,"ENSG00000187676","B3GLCT","ortholog_one2one",85.4806,NA,NA,NA,NA,NA,NA,"381694",381694,"145173",145173
"277","ENSMOCG00000012468",389.539639891684,-0.315983648138308,0.0637344317604002,1.62381045888362e-08,5.67864843941349e-07,"101983143","Tjp2","protein_coding",101983143,"Tjp2","ENSMUSG00000024812","Tjp2","ortholog_one2one",93.7069,"ENSG00000119139","TJP2","ortholog_one2one",87.1552,NA,NA,NA,NA,NA,NA,"21873",21873,"9414",9414
"278","ENSMOCG00000013021",93.3417133222022,-0.667367078337651,0.137357069488823,1.75270287644376e-08,6.11335422139703e-07,"101989187","Amigo2","protein_coding",101989187,"Amigo2","ENSMUSG00000048218","Amigo2","ortholog_one2one",91.8919,"ENSG00000139211","AMIGO2","ortholog_one2one",87.6448,NA,NA,NA,NA,NA,NA,"105827",105827,"347902",347902
"279","ENSMOCG00000002500",138.867195198417,-0.523894159941176,0.112821972949017,1.815617783783e-08,6.29981545602205e-07,"101993402","Klhdc8a","protein_coding",101993402,"Klhdc8a","ENSMUSG00000042115","Klhdc8a","ortholog_one2one",98.2857,"ENSG00000162873","KLHDC8A","ortholog_one2one",96.2857,NA,NA,NA,NA,NA,NA,"213417",213417,"55220",55220
"280","ENSMOCG00000012767",251.36988948673,0.271637958171953,0.053468163720294,1.85120498551687e-08,6.40661174727969e-07,NA,"Usp45","protein_coding",NA,"Usp45","ENSMUSG00000040455","Usp45","ortholog_one2one",80.917,"ENSG00000123552","USP45","ortholog_one2one",71.4994,NA,NA,NA,NA,NA,NA,"77593",77593,"85015",85015
"281","ENSMOCG00000001513",84.0779754459255,-0.405988990064183,0.0872505801347679,1.91710311876519e-08,6.58382656409688e-07,"101988267","C2cd4c","protein_coding",101988267,"C2cd4c","ENSMUSG00000045912","C2cd4c","ortholog_one2one",95.9716,"ENSG00000183186","C2CD4C","ortholog_one2one",90.9953,NA,NA,NA,NA,NA,NA,"237397",237397,"126567",126567
"282","ENSMOCG00000008791",126.914384983342,-0.465516919712564,0.101516953146844,2.0409945470271e-08,6.99079983151392e-07,"101982302","Fbln1","protein_coding",101982302,"Fbln1","ENSMUSG00000006369","Fbln1","ortholog_one2one",93.1526,"ENSG00000077942","FBLN1","ortholog_one2one",85.8773,NA,NA,NA,NA,NA,NA,"14114",14114,"2192",2192
"283","ENSMOCG00000023018",326.242324362219,-0.286255085206233,0.0571087963370023,2.07837521106221e-08,7.08242233048413e-07,"101994312","Fxyd7","protein_coding",101994312,"Fxyd7","ENSMUSG00000036578","Fxyd7","ortholog_one2one",96.25,"ENSG00000221946","FXYD7","ortholog_one2one",90,NA,NA,NA,NA,NA,NA,"57780",57780,"53822",53822
"284","ENSMOCG00000016983",1543.56689355665,0.288659674413564,0.0577425572070607,2.13597828372169e-08,7.24167293951854e-07,"101978993","Kctd13","protein_coding",101978993,"Kctd13","ENSMUSG00000030685","Kctd13","ortholog_one2one",97.2644,"ENSG00000174943","KCTD13","ortholog_one2one",95.4407,NA,NA,NA,NA,NA,NA,"233877",233877,"253980",253980
"285","ENSMOCG00000001982",115.566399676253,-0.437614902125113,0.0955854305271576,2.24847770078523e-08,7.58448528740819e-07,"101981639","Prkcq","protein_coding",101981639,"Prkcq","ENSMUSG00000026778","Prkcq","ortholog_one2one",96.6245,"ENSG00000065675","PRKCQ","ortholog_one2one",94.7961,NA,NA,NA,NA,NA,NA,"18761",18761,"5588",5588
"286","ENSMOCG00000015427",721.162206850815,0.286433070473891,0.0577567629041804,2.70101887438952e-08,9.04230539757939e-07,"101981836","Fzd3","protein_coding",101981836,"Fzd3","ENSMUSG00000007989","Fzd3","ortholog_one2one",98.6487,"ENSG00000104290","FZD3","ortholog_one2one",97.7477,NA,NA,NA,NA,NA,NA,"14365",14365,"7976",7976
"287","ENSMOCG00000022952",20.7099510379062,0.801148585197668,0.165473160508615,2.79551223984921e-08,9.33403808488612e-07,"101997165","Anxa13","protein_coding",101997165,"Anxa13","ENSMUSG00000055114","Anxa13","ortholog_one2one",87.8505,"ENSG00000104537","ANXA13","ortholog_one2one",84.1122,NA,NA,NA,NA,NA,NA,"69787",69787,"312",312
